EmpID,Name,Dept,Salary,JoiningDate,PerformanceScore
3037,Charlie Sr.,IT,58072.92,2018-03-12,3.0
3038,Alice Jr.,HR,98081.28,invalid_date,
3039,Eve,Marketing,55591.5,invalid_date,5.0
3040,David Sr.,Finance,119439.22,2019-05-23,1.0
3041,David Jr.,,34355.86,2018-03-12,2.0
3042,David Jr.,HR,46554.67,invalid_date,10.0
3043,Grace,Sales,,2019-05-23,10.0
3044,Eve Sr.,IT,37096.09,2021-07-01,2.0
3045,Charlie III,Marketing,53794.68,invalid_date,2.0
3046,Frank Jr.,,82108.26,2021-07-01,5.0
3047,Frank Jr.,Sales,109169.67,2019-05-23,
3048,Alice Jr.,IT,57690.38,2018-03-12,2.0
3049,Bob Jr.,HR,119544.08,2018-03-12,4.0
3050,Grace Jr.,HR,44853.41,2019-05-23,5.0
3051,Frank Sr.,Marketing,89737.65,2019-05-23,10.0
3052,David Jr.,IT,,2021-07-01,1.0
3053,Eve Jr.,,114141.3,2021-07-01,
3054,David Sr.,,47050.48,2018-03-12,1.0
3055,Grace,Sales,107931.59,invalid_date,4.0
3056,Frank Jr.,Finance,68419.09,2018-03-12,
3057,Eve,Sales,102454.5,2021-07-01,4.0
3058,Charlie,Marketing,61710.62,,4.0
3059,Eve Sr.,IT,47719.32,2019-05-23,3.0
3060,Bob,Marketing,50281.01,invalid_date,3.0
3061,David,HR,58501.97,2018-03-12,
3062,Grace Jr.,Finance,52457.78,invalid_date,2.0
3063,Frank,HR,35513.1,invalid_date,5.0
3064,Charlie Sr.,HR,101725.53,,
3065,Alice Jr.,,87537.59,2018-03-12,
3066,Bob Sr.,Finance,74171.62,2019-05-23,
3067,Alice Sr.,Marketing,72518.3,2019-05-23,3.0
3068,Bob Sr.,,77817.17,2021-07-01,3.0
3069,Eve III,Sales,103985.12,2018-03-12,3.0
3070,Bob Sr.,Marketing,51274.68,2018-03-12,3.0
3071,Alice Sr.,Finance,108622.1,2020-01-15,2.0
3072,Charlie,,92879.87,2018-03-12,
3073,Bob III,Sales,54690.67,2018-03-12,2.0
3074,Grace Sr.,Sales,78842.11,2020-01-15,2.0
3075,Eve Sr.,Sales,48615.68,2018-03-12,10.0
3076,Eve,HR,82573.46,2019-05-23,3.0
3077,Eve III,HR,83243.15,2020-01-15,5.0
3078,Alice Sr.,HR,106845.64,2021-07-01,
3079,Charlie Sr.,,36632.82,2021-07-01,
3080,Eve Sr.,HR,82194.01,2018-03-12,3.0
3081,Charlie,Sales,101066.7,,
3082,Charlie Sr.,Sales,34423.65,2018-03-12,1.0
3083,Grace Jr.,Finance,92624.51,2018-03-12,5.0
3084,Frank,Marketing,51252.57,invalid_date,4.0
3085,Bob,IT,114250.9,2019-05-23,2.0
3086,Frank III,,81759.07,2020-01-15,2.0
3087,Alice III,Finance,97618.33,2018-03-12,
3088,Alice III,HR,33166.96,2019-05-23,10.0
3089,Grace,IT,113389.02,2019-05-23,1.0
3090,Eve III,Marketing,77276.62,2020-01-15,
3091,Eve Jr.,Marketing,32339.65,,1.0
3092,Bob Sr.,IT,84629.3,2020-01-15,
3093,Charlie Sr.,HR,65441.85,2021-07-01,3.0
3094,Grace Jr.,HR,81510.77,2018-03-12,5.0
3095,Grace,HR,78708.17,2019-05-23,5.0
3096,Bob,HR,76415.59,,10.0
3097,Grace III,Marketing,98957.68,invalid_date,5.0
3098,Bob,Marketing,83952.49,2021-07-01,
3099,David,,86223.49,2018-03-12,4.0
3100,Charlie,Finance,110776.35,2018-03-12,5.0
3101,David Jr.,HR,79380.6,invalid_date,
3102,Bob,Sales,105722.6,,5.0
3103,Alice,Finance,111641.83,2019-05-23,5.0
3104,Bob III,Sales,97039.08,2019-05-23,10.0
3105,Grace,IT,49894.01,2019-05-23,1.0
3106,Bob Sr.,Finance,71514.44,2020-01-15,1.0
3107,Bob Sr.,IT,42048.07,,2.0
3108,Eve,Finance,116108.27,2018-03-12,4.0
3109,Charlie,,116038.74,2019-05-23,10.0
3110,David,HR,102543.75,2019-05-23,10.0
3111,Frank Sr.,Marketing,50675.99,2021-07-01,5.0
3112,David Jr.,Sales,92379.57,2019-05-23,2.0
3113,Alice Sr.,Marketing,51127.46,invalid_date,2.0
3114,Bob,HR,107389.4,invalid_date,4.0
3115,Eve III,HR,54521.78,,5.0
3116,Grace III,HR,93859.57,2021-07-01,3.0
3117,Charlie,Sales,58244.49,2019-05-23,4.0
3118,Frank Jr.,HR,112707.73,2019-05-23,4.0
3119,Bob III,Marketing,101904.1,,2.0
3120,Eve,Sales,51490.86,invalid_date,
3121,David III,Finance,41571.79,2019-05-23,10.0
3122,Grace Jr.,Finance,58890.34,2020-01-15,
3123,Frank III,Finance,75677.84,2019-05-23,3.0
3124,David Sr.,Sales,50743.96,invalid_date,1.0
3125,Bob,Finance,59524.07,invalid_date,4.0
3126,Charlie,Finance,91129.61,invalid_date,3.0
3127,Alice Jr.,,37548.99,2018-03-12,3.0
3128,Eve,Sales,60306.93,,2.0
3129,Alice III,,73217.94,2021-07-01,4.0
3130,Charlie,IT,104314.73,2019-05-23,3.0
3131,David Sr.,Marketing,73415.45,2018-03-12,1.0
3132,Grace,Finance,34045.53,2019-05-23,1.0
3133,Frank,Sales,42044.49,2020-01-15,5.0
3134,Eve,,57566.57,2018-03-12,5.0
3135,David,,119249.41,2020-01-15,10.0
3136,Grace III,HR,57729.75,invalid_date,
3137,Eve,Sales,32591.31,2019-05-23,2.0
3138,Grace Sr.,Finance,36539.2,2020-01-15,4.0
3139,David III,Marketing,90608.14,2018-03-12,4.0
3140,Bob III,Sales,68491.35,2019-05-23,5.0
3141,Grace,Finance,46952.3,2018-03-12,10.0
3142,Alice,Sales,34003.9,2021-07-01,
3143,Alice Jr.,HR,92571.36,2020-01-15,10.0
3144,Bob Jr.,IT,42535.39,2019-05-23,1.0
3145,Alice,IT,56184.03,2021-07-01,10.0
3146,David Sr.,Sales,97467.67,2019-05-23,
3147,David,,95768.11,invalid_date,1.0
3148,Alice Jr.,Sales,103119.88,2021-07-01,3.0
3149,Alice Sr.,,70621.04,2018-03-12,2.0
3150,Grace Jr.,Marketing,117551.12,2018-03-12,5.0
3151,David,IT,41463.45,2018-03-12,5.0
3152,Eve,Finance,47240.12,,10.0
3153,David,Finance,89038.72,2020-01-15,1.0
3154,Frank,IT,115868.26,2019-05-23,2.0
3155,Frank,Finance,37519.86,invalid_date,1.0
3156,Alice,,119244.8,,3.0
3157,Grace,Sales,42686.71,2018-03-12,4.0
3158,Eve Sr.,HR,60791.24,2021-07-01,4.0
3159,Eve,Marketing,100074.26,2020-01-15,5.0
3160,Charlie Jr.,Finance,38206.0,2018-03-12,3.0
3161,Eve,HR,69106.09,2021-07-01,1.0
3162,Frank Sr.,,80076.1,,5.0
3163,Alice Sr.,Sales,92055.04,2020-01-15,2.0
3164,Eve,Marketing,91399.81,invalid_date,
3165,David III,Marketing,67804.2,2020-01-15,3.0
3166,David Sr.,Finance,77986.13,,4.0
3167,Bob Jr.,,107465.12,invalid_date,2.0
3168,Grace III,Marketing,54026.63,2018-03-12,1.0
3169,Eve,Marketing,106948.75,2019-05-23,5.0
3170,Eve Sr.,,58236.34,2021-07-01,5.0
3171,Alice Jr.,Sales,36356.45,2018-03-12,1.0
3172,Alice,,,2018-03-12,1.0
3173,Bob III,Marketing,118284.96,invalid_date,10.0
3174,Bob Jr.,HR,88137.46,,
3175,Charlie Sr.,Marketing,47375.63,invalid_date,
3176,Eve III,,70128.63,,4.0
3177,Charlie III,,88420.66,2020-01-15,3.0
3178,David III,Marketing,72769.54,2020-01-15,5.0
3179,Frank III,IT,109631.41,2020-01-15,4.0
3180,Eve,,105101.68,2018-03-12,1.0
3181,Frank Jr.,Marketing,85592.42,2018-03-12,10.0
3182,David Jr.,Marketing,51510.75,,3.0
3183,David,,40354.67,invalid_date,
3184,Charlie,Finance,96155.1,,1.0
3185,Frank,HR,,,3.0
3186,Alice,HR,,2020-01-15,5.0
3187,Grace Sr.,Sales,118016.39,invalid_date,3.0
3188,Frank,,33317.78,2019-05-23,10.0
3189,David Sr.,IT,32020.36,invalid_date,5.0
3190,Alice,HR,58147.57,2020-01-15,
3191,Charlie,IT,50994.49,invalid_date,4.0
3192,Bob III,IT,89748.98,2021-07-01,3.0
3193,David,,34666.13,2019-05-23,3.0
3194,David III,Finance,57756.57,2019-05-23,4.0
3195,Charlie Jr.,Finance,109169.53,2018-03-12,4.0
3196,Frank Jr.,Sales,64979.07,2019-05-23,1.0
3197,Grace Jr.,Finance,110831.54,2019-05-23,2.0
3198,Frank,Sales,,invalid_date,2.0
3199,Eve Sr.,HR,105483.44,2021-07-01,4.0
3200,Charlie III,,100296.86,invalid_date,
3201,David,,106428.56,2019-05-23,10.0
3202,Bob,,77839.6,2018-03-12,
3203,Grace,Sales,44784.4,2018-03-12,5.0
3204,Charlie Sr.,IT,34997.72,2019-05-23,
3205,Eve Jr.,HR,58661.05,invalid_date,2.0
3206,Alice,,53644.47,2020-01-15,4.0
3207,David,Marketing,70845.07,,2.0
3208,Frank III,HR,57870.33,2021-07-01,3.0
3209,Alice III,Sales,78585.43,2021-07-01,2.0
3210,Bob Jr.,IT,30005.28,2019-05-23,5.0
3211,David Jr.,Sales,,2021-07-01,1.0
3212,Alice Sr.,IT,73125.8,2021-07-01,5.0
3213,Eve,,104709.89,2019-05-23,10.0
3214,Bob,Marketing,73838.02,,2.0
3215,Charlie,,71902.01,invalid_date,4.0
3216,Charlie Jr.,HR,52896.67,,
3217,Eve Jr.,IT,73463.63,,5.0
3218,David,HR,101444.59,2018-03-12,
3219,Eve Sr.,Sales,108590.97,2018-03-12,3.0
3220,Bob,,38817.89,,1.0
3221,Eve Jr.,Marketing,75333.35,,5.0
3222,Frank III,Sales,105601.33,2020-01-15,5.0
3223,Grace,IT,113051.46,2019-05-23,
3224,Bob,Finance,61559.01,2019-05-23,1.0
3225,Frank,IT,55949.05,2021-07-01,1.0
3226,Frank,,77768.45,,4.0
3227,Charlie Jr.,HR,,2020-01-15,10.0
3228,Alice Jr.,HR,49044.71,,1.0
3229,Alice Sr.,IT,,2018-03-12,
3230,David,Marketing,89228.39,2019-05-23,2.0
3231,Charlie,Finance,52073.78,2018-03-12,4.0
3232,Alice Sr.,Marketing,36484.86,invalid_date,4.0
3233,Grace Jr.,Marketing,67363.32,2021-07-01,
3234,Bob Sr.,Marketing,64260.38,2020-01-15,3.0
3235,Eve III,Finance,66450.23,,1.0
3236,Bob Jr.,IT,111303.61,invalid_date,
3237,David,HR,44831.06,2021-07-01,
3238,Alice Jr.,,50407.93,invalid_date,2.0
3239,Alice Sr.,HR,118089.61,,
3240,Frank,Marketing,100559.96,invalid_date,10.0
3241,David,IT,86413.14,2020-01-15,
3242,Bob III,Finance,38192.68,2018-03-12,4.0
3243,Frank III,,87488.26,,10.0
3244,Eve,HR,99660.79,2021-07-01,2.0
3245,Alice III,Marketing,111282.86,2018-03-12,10.0
3246,Charlie,Finance,67434.43,2019-05-23,10.0
3247,Frank,Finance,43663.61,invalid_date,1.0
3248,Bob,Finance,101062.45,2020-01-15,
3249,Bob Jr.,Marketing,102282.77,2019-05-23,10.0
3250,Alice Sr.,HR,44832.14,2021-07-01,3.0
3251,Bob Sr.,HR,58392.86,invalid_date,1.0
3252,Charlie Jr.,IT,41600.57,2020-01-15,5.0
3253,Charlie Sr.,Marketing,,invalid_date,3.0
3254,Bob Jr.,HR,97942.82,2021-07-01,
3255,Grace,IT,55258.77,2020-01-15,1.0
3256,Charlie Sr.,Marketing,37164.56,2021-07-01,
3257,Eve Sr.,Sales,113248.95,2020-01-15,
3258,Frank III,Finance,59247.42,2020-01-15,2.0
3259,Eve III,HR,81514.73,2019-05-23,4.0
3260,Bob Jr.,Finance,65040.56,2021-07-01,3.0
3261,Charlie,Sales,34699.11,2019-05-23,5.0
3262,David III,Marketing,49773.05,,10.0
3263,Frank Jr.,Finance,101074.39,invalid_date,
3264,Alice Sr.,HR,82272.14,2018-03-12,
3265,Eve,,75671.51,,2.0
3266,Alice III,,110131.04,2018-03-12,2.0
3267,David Sr.,Sales,112298.14,2019-05-23,3.0
3268,Grace Sr.,Marketing,44269.94,,4.0
3269,Charlie,Marketing,56632.51,,2.0
3270,Frank III,Sales,75714.42,2018-03-12,2.0
3271,Grace,Sales,117382.56,,2.0
3272,Frank Sr.,IT,49225.69,2019-05-23,10.0
3273,Charlie,HR,89389.1,2019-05-23,2.0
3274,Alice,Sales,63903.57,2020-01-15,2.0
3275,Alice,IT,92435.23,,10.0
3276,Alice,Marketing,102179.05,,2.0
3277,Eve,HR,109938.07,2020-01-15,10.0
3278,Alice III,,118308.04,2018-03-12,
3279,Bob Jr.,IT,118262.42,invalid_date,1.0
3280,Charlie,Finance,70646.73,2018-03-12,3.0
3281,Charlie Sr.,IT,74610.1,,
3282,Alice Sr.,Finance,99829.7,,10.0
3283,Charlie,Finance,73689.83,2021-07-01,5.0
3284,Frank III,IT,96701.94,2021-07-01,
3285,Frank III,HR,54241.56,,1.0
3286,Eve Jr.,IT,,invalid_date,4.0
3287,Bob Sr.,Finance,36683.62,2021-07-01,4.0
3288,Bob,,76286.79,2021-07-01,4.0
3289,David Sr.,IT,34887.07,invalid_date,2.0
3290,Charlie,IT,58007.2,2019-05-23,5.0
3291,Grace III,Finance,90562.0,2019-05-23,2.0
3292,Charlie Jr.,Finance,,2021-07-01,1.0
3293,Eve,Finance,,invalid_date,4.0
3294,Bob,HR,73863.16,2019-05-23,5.0
3295,Alice Sr.,Sales,101222.28,,5.0
3296,Frank III,,71879.32,invalid_date,3.0
3297,Alice,Sales,40554.59,2020-01-15,1.0
3298,Grace Sr.,Finance,67322.74,,5.0
3299,Charlie III,Marketing,58107.71,2019-05-23,1.0
3300,Charlie Sr.,Sales,111966.03,2020-01-15,1.0
3301,Eve,Finance,75978.89,,
3302,Bob Sr.,Marketing,107876.4,2019-05-23,3.0
3303,Alice Jr.,Finance,34517.25,,2.0
3304,Eve Jr.,Sales,35459.54,invalid_date,10.0
3305,Bob Sr.,IT,109812.32,2021-07-01,
3306,Grace III,Marketing,97310.86,2021-07-01,
3307,Eve,Marketing,47780.51,,
3308,Frank,IT,113632.55,2021-07-01,
3309,Alice Jr.,,100219.09,2018-03-12,2.0
3310,Grace III,Finance,115606.67,2019-05-23,5.0
3311,Bob III,IT,108473.2,2020-01-15,10.0
3312,Alice Sr.,Sales,105239.96,2019-05-23,1.0
3313,Bob III,Finance,57320.82,2021-07-01,10.0
3314,Frank,Sales,54948.65,2018-03-12,2.0
3315,David,Finance,87661.62,invalid_date,
3316,Alice III,IT,74726.46,2019-05-23,3.0
3317,Eve Sr.,Finance,65551.33,,3.0
3318,Grace,Marketing,72312.67,2021-07-01,
3319,Charlie Sr.,Finance,43345.15,2018-03-12,4.0
3320,Grace,,77890.22,2020-01-15,10.0
3321,Grace,Sales,86600.6,,3.0
3322,Grace Sr.,HR,,2021-07-01,1.0
3323,Alice Sr.,IT,56090.41,,3.0
3324,Charlie,Sales,113384.48,2018-03-12,1.0
3325,Charlie Sr.,IT,75519.57,,3.0
3326,Bob,HR,,2021-07-01,2.0
3327,Bob,Finance,59858.82,2019-05-23,4.0
3328,Eve Sr.,Sales,60319.03,invalid_date,4.0
3329,Frank Sr.,IT,76135.06,invalid_date,
3330,Eve Jr.,Marketing,67167.05,2021-07-01,4.0
3331,David,HR,106216.89,2020-01-15,2.0
3332,Frank,IT,55369.3,,
3333,Charlie III,,42463.45,invalid_date,1.0
3334,Eve III,HR,52619.8,2018-03-12,3.0
3335,Eve III,HR,32586.27,2021-07-01,
3336,Bob Jr.,IT,51303.13,2021-07-01,1.0
3337,Charlie Jr.,Sales,64102.34,,5.0
3338,Charlie,Finance,99733.53,2020-01-15,4.0
3339,Bob,IT,73358.56,invalid_date,3.0
3340,Frank Jr.,IT,33098.86,2021-07-01,
3341,David Sr.,IT,75827.23,2021-07-01,2.0
3342,Frank III,,85387.91,invalid_date,4.0
3343,Charlie III,IT,109468.44,,
3344,Frank,Finance,89172.67,2019-05-23,4.0
3345,David,HR,64107.85,2021-07-01,3.0
3346,David,Sales,58912.98,2021-07-01,5.0
3347,Grace,Sales,60415.98,2020-01-15,2.0
3348,Frank,Sales,60510.51,2020-01-15,2.0
3349,Frank Jr.,IT,77308.64,2018-03-12,3.0
3350,Frank III,Marketing,106654.46,2018-03-12,5.0
3351,Frank,Finance,,2019-05-23,2.0
3352,Bob Sr.,Finance,59556.7,,1.0
3353,Charlie Jr.,IT,110444.61,2018-03-12,3.0
3354,Alice,Finance,47787.03,2018-03-12,3.0
3355,Alice Jr.,Sales,72074.32,2019-05-23,1.0
3356,Frank,Sales,104430.67,2018-03-12,10.0
3357,Alice,Finance,112958.56,2020-01-15,2.0
3358,Grace Jr.,HR,55255.46,2018-03-12,1.0
3359,David,HR,83468.9,2021-07-01,10.0
3360,Frank Sr.,Finance,47823.15,2020-01-15,
3361,Grace,IT,33736.55,,3.0
3362,Eve,Finance,47663.83,2020-01-15,3.0
3363,Frank III,Marketing,42925.75,2021-07-01,
3364,David,Marketing,,2019-05-23,
3365,Frank Sr.,Marketing,86854.28,,5.0
3366,David,IT,77064.57,2021-07-01,5.0
3367,Alice Jr.,HR,39218.44,2019-05-23,10.0
3368,Frank Sr.,Finance,75381.58,2018-03-12,1.0
3369,Eve Sr.,HR,59241.2,2021-07-01,2.0
3370,Bob,,47977.44,,3.0
3371,Alice,Sales,116634.27,2018-03-12,3.0
3372,Eve Jr.,Finance,35760.42,2021-07-01,1.0
3373,Charlie,IT,115644.97,2019-05-23,4.0
3374,Charlie Jr.,Sales,61431.19,invalid_date,1.0
3375,Grace III,Finance,39910.56,2018-03-12,1.0
3376,Grace,Sales,80940.28,,2.0
3377,David Sr.,Sales,76322.97,2021-07-01,10.0
3378,Eve,HR,95890.88,2020-01-15,5.0
3379,Bob,Sales,46987.74,2020-01-15,10.0
3380,Eve Jr.,Marketing,70294.83,2021-07-01,5.0
3381,Charlie Sr.,Sales,54368.85,2021-07-01,10.0
3382,David III,Sales,59452.23,,
3383,Eve,Finance,30011.26,2018-03-12,
3384,Alice,Marketing,36797.66,,10.0
3385,Bob,IT,36019.31,,1.0
3386,Charlie III,HR,105637.68,,5.0
3387,Frank III,,80990.55,invalid_date,5.0
3388,Grace,Marketing,70678.86,2019-05-23,4.0
3389,Grace Jr.,,95962.49,,10.0
3390,Eve Sr.,Finance,63921.1,,2.0
3391,Frank Sr.,Finance,117893.47,2020-01-15,4.0
3392,David Sr.,Sales,,2019-05-23,3.0
3393,Bob III,,83524.88,,1.0
3394,Grace,IT,89840.98,2019-05-23,1.0
3395,Alice,HR,39707.09,,
3396,Alice,Marketing,70688.02,invalid_date,1.0
3397,David,,91223.97,2021-07-01,4.0
3398,Bob,IT,69988.6,2020-01-15,3.0
3399,Grace III,HR,54674.77,2020-01-15,10.0
3400,David Sr.,Marketing,109378.78,invalid_date,3.0
3401,Grace III,IT,60062.75,2019-05-23,5.0
3402,David,Sales,81567.25,2018-03-12,3.0
3403,Grace Jr.,Marketing,67795.63,2020-01-15,1.0
3404,Bob Jr.,,70276.62,2020-01-15,10.0
3405,Bob,Finance,102506.37,invalid_date,3.0
3406,Alice III,Marketing,68542.45,invalid_date,1.0
3407,Grace Sr.,Marketing,50107.26,2018-03-12,
3408,David III,Finance,33272.01,2021-07-01,1.0
3409,Eve,Marketing,42159.33,2019-05-23,
3410,Charlie Jr.,HR,66950.7,2020-01-15,2.0
3411,Charlie,Finance,67506.09,2021-07-01,2.0
3412,David Jr.,HR,48189.62,2018-03-12,4.0
3413,Alice,Marketing,109771.69,2018-03-12,3.0
3414,Frank Jr.,HR,114844.06,2021-07-01,1.0
3415,Eve,,36048.86,2018-03-12,5.0
3416,Eve Sr.,,83201.96,2021-07-01,
3417,Eve,Sales,63096.44,2018-03-12,10.0
3418,Frank,IT,63816.77,2019-05-23,2.0
3419,Grace Sr.,Marketing,69267.81,2020-01-15,3.0
3420,David Sr.,IT,76744.75,,2.0
3421,Bob,Marketing,116622.74,2021-07-01,
3422,Eve III,Marketing,35592.2,,4.0
3423,Bob,,49327.31,2018-03-12,10.0
3424,Eve III,HR,76605.71,invalid_date,10.0
3425,Frank Jr.,,53433.45,2021-07-01,10.0
3426,Bob III,Sales,42235.61,,3.0
3427,Grace III,Finance,66581.95,invalid_date,3.0
3428,Frank Sr.,Finance,56974.24,invalid_date,4.0
3429,Frank,HR,100613.75,2018-03-12,
3430,Charlie,IT,114927.88,2021-07-01,
3431,Bob,HR,108822.17,2019-05-23,2.0
3432,Grace,Marketing,91710.36,2021-07-01,4.0
3433,Charlie,Marketing,,2020-01-15,4.0
3434,Grace Jr.,,92016.94,invalid_date,1.0
3435,Frank III,Sales,68997.23,2018-03-12,1.0
3436,David,IT,70416.1,2020-01-15,
3437,David III,Sales,100327.12,,
3438,Charlie,Finance,111302.31,invalid_date,2.0
3439,Frank,IT,32468.85,invalid_date,3.0
3440,Charlie,Sales,92190.06,2020-01-15,3.0
3441,Alice Jr.,,64825.87,2020-01-15,4.0
3442,Charlie Jr.,Sales,66858.42,invalid_date,2.0
3443,Eve Sr.,HR,43256.37,2018-03-12,
3444,Alice Sr.,Sales,45854.61,2020-01-15,2.0
3445,Bob,,,2019-05-23,3.0
3446,Frank,,98229.86,2021-07-01,2.0
3447,Grace Jr.,Sales,108305.08,2018-03-12,1.0
3448,David Sr.,IT,77910.47,,5.0
3449,Frank,,106689.36,invalid_date,2.0
3450,Grace Sr.,HR,99233.88,2019-05-23,2.0
3451,Eve Jr.,HR,95790.6,2018-03-12,10.0
3452,Frank III,Sales,81646.74,2018-03-12,4.0
3453,Alice,,48585.14,2018-03-12,1.0
3454,Charlie,,52020.89,,1.0
3455,Charlie Jr.,HR,66039.01,2020-01-15,5.0
3456,Alice,Finance,111551.67,2020-01-15,1.0
3457,Alice Jr.,Sales,52728.43,2021-07-01,1.0
3458,Frank Sr.,IT,95214.72,2021-07-01,3.0
3459,Alice,,98114.37,2019-05-23,2.0
3460,David,,110890.04,2018-03-12,4.0
3461,Bob III,Sales,35577.73,2018-03-12,
3462,Charlie Jr.,,54356.34,2021-07-01,1.0
3463,Grace III,Sales,64869.1,2020-01-15,
3464,Alice,Sales,116732.36,2021-07-01,
3465,Grace,IT,90397.73,2020-01-15,3.0
3466,Bob Sr.,Finance,107988.84,2020-01-15,5.0
3467,Frank III,HR,116554.12,2019-05-23,5.0
3468,Alice,,62843.63,2019-05-23,2.0
3469,Alice,,37093.56,2021-07-01,
3470,Charlie Jr.,HR,41626.57,2018-03-12,2.0
3471,Eve,IT,58182.75,2021-07-01,
3472,Frank Jr.,IT,35630.13,2020-01-15,
3473,Grace Jr.,Sales,76452.32,2019-05-23,2.0
3474,Frank,,34330.8,2019-05-23,4.0
3475,Charlie Sr.,Marketing,54142.21,invalid_date,5.0
3476,Alice,,101852.51,2018-03-12,1.0
3477,Charlie Sr.,,95828.62,2018-03-12,1.0
3478,Bob,IT,118829.63,,
3479,Alice,Sales,42585.88,2018-03-12,10.0
3480,Charlie Sr.,HR,100661.2,2019-05-23,2.0
3481,David Sr.,HR,107209.88,2020-01-15,3.0
3482,Charlie III,Finance,,2018-03-12,4.0
3483,Frank,Sales,117789.55,invalid_date,1.0
3484,Frank,Finance,105650.8,,
3485,Frank Jr.,HR,115584.05,2020-01-15,
3486,Frank,,73070.71,2021-07-01,2.0
3487,Frank Jr.,Sales,98235.54,,3.0
3488,David,IT,109094.19,2021-07-01,3.0
3489,Frank,Finance,70820.52,2018-03-12,1.0
3490,Grace,IT,110786.21,2020-01-15,
3491,Bob,Marketing,62250.13,invalid_date,4.0
3492,David III,,106737.95,,3.0
3493,David,Sales,95886.97,2020-01-15,
3494,Grace III,Finance,96290.34,2019-05-23,1.0
3495,Eve,Sales,37525.7,2019-05-23,1.0
3496,Alice,Finance,79699.97,2019-05-23,5.0
3497,Grace,Finance,112759.8,2020-01-15,1.0
3498,Alice Sr.,,35961.17,2020-01-15,4.0
3499,Frank,Marketing,108981.52,2019-05-23,1.0
3500,Charlie Jr.,,39007.62,2019-05-23,1.0
3501,David Jr.,HR,72837.44,2019-05-23,5.0
3502,Charlie,Marketing,51135.3,2021-07-01,4.0
3503,Frank,,68302.08,invalid_date,10.0
3504,Eve Sr.,HR,48231.14,invalid_date,4.0
3505,Alice,Marketing,57588.46,2021-07-01,2.0
3506,Alice Jr.,Marketing,70569.26,2018-03-12,10.0
3507,Alice Sr.,Sales,108606.59,invalid_date,10.0
3508,Eve Sr.,Finance,116091.27,2020-01-15,5.0
3509,Grace III,Marketing,94697.02,,1.0
3510,Alice,HR,95440.62,2019-05-23,3.0
3511,David Jr.,Marketing,61100.56,2020-01-15,
3512,David,Finance,99445.42,2018-03-12,
3513,Charlie Jr.,Finance,30227.47,2018-03-12,5.0
3514,Charlie III,Sales,77533.35,invalid_date,10.0
3515,Charlie Sr.,IT,31500.16,,2.0
3516,David,,56316.75,invalid_date,4.0
3517,Grace III,Marketing,67911.05,2020-01-15,5.0
3518,Grace,Sales,119624.9,2019-05-23,10.0
3519,Eve,Finance,38927.61,,1.0
3520,Eve Jr.,,87619.36,2021-07-01,10.0
3521,Grace III,,38805.17,2021-07-01,3.0
3522,David,IT,63817.29,2020-01-15,10.0
3523,Frank Jr.,Sales,44644.95,2019-05-23,5.0
3524,Alice Jr.,HR,91303.82,invalid_date,5.0
3525,Charlie Sr.,Marketing,41656.78,,2.0
3526,David Jr.,IT,55574.27,2019-05-23,4.0
3527,Frank III,Finance,34442.21,2020-01-15,10.0
3528,David Jr.,Sales,80946.8,2020-01-15,5.0
3529,Grace Sr.,Sales,110101.55,2018-03-12,1.0
3530,Grace III,HR,118691.94,2021-07-01,10.0
3531,David,HR,109466.07,,2.0
3532,Charlie Jr.,,75229.03,invalid_date,1.0
3533,Bob,HR,92617.42,2019-05-23,
3534,Eve,HR,55399.05,2019-05-23,1.0
3535,Eve Sr.,Sales,74601.07,,3.0
3536,Grace,Sales,54956.94,invalid_date,1.0
3537,Bob,,72014.89,2019-05-23,1.0
3538,Eve,Marketing,111692.21,invalid_date,2.0
3539,Grace III,HR,105255.57,,1.0
3540,Frank,Finance,91850.38,invalid_date,5.0
3541,Eve Jr.,IT,61096.85,invalid_date,1.0
3542,Charlie,Finance,85949.82,2020-01-15,4.0
3543,Grace,Finance,103418.51,invalid_date,4.0
3544,Alice III,HR,36033.46,2019-05-23,1.0
3545,David Jr.,Finance,103239.1,2020-01-15,5.0
3546,Grace III,Marketing,73308.45,2018-03-12,4.0
3547,Grace Sr.,Sales,94658.13,2020-01-15,10.0
3548,Charlie Sr.,Marketing,52129.44,2020-01-15,
3549,David III,HR,,,
3550,Bob Jr.,Sales,73243.44,2020-01-15,
3551,Frank III,Marketing,86930.43,2018-03-12,4.0
3552,Alice Jr.,HR,73768.42,,2.0
3553,Grace,Finance,84901.83,2021-07-01,10.0
3554,Eve III,Finance,43829.86,,2.0
3555,Bob,HR,103986.18,2020-01-15,5.0
3556,David,HR,35589.46,2020-01-15,10.0
3557,David III,HR,109356.59,2018-03-12,5.0
3558,Grace,Marketing,100295.43,2021-07-01,10.0
3559,Grace Sr.,,62391.87,invalid_date,1.0
3560,Charlie,Finance,42015.92,2018-03-12,5.0
3561,Alice III,Sales,35996.83,2020-01-15,5.0
3562,Bob,IT,49062.21,2020-01-15,5.0
3563,Grace,Sales,34091.09,2019-05-23,2.0
3564,Grace III,Marketing,93719.24,2020-01-15,2.0
3565,David,IT,71223.37,2021-07-01,10.0
3566,Charlie,IT,61751.77,2021-07-01,3.0
3567,Charlie III,,30046.48,2021-07-01,10.0
3568,Eve,HR,67025.25,2020-01-15,4.0
3569,Grace III,,102623.16,,1.0
